CNES - Equipes de Saúde - Brasil
Quantidade por Município e Ano/mês compet.
Período:2023
"Município";"2023/Jan";"2023/Fev";"2023/Mar";"2023/Abr";"2023/Mai";"2023/Jun";"2023/Jul";"2023/Ago";"2023/Set";"2023/Out";"2023/Nov";"2023/Dez"
"251310 SALGADO DE SAO FELIX";13;13;13;13;14;14;14;13;13;13;13;13
"251315 SANTA CECILIA";7;7;7;7;7;7;7;7;7;7;7;7
"251320 SANTA CRUZ";10;10;10;10;10;10;10;10;10;10;10;9
"251330 SANTA HELENA";7;7;7;7;7;7;7;7;7;7;7;7
"251335 SANTA INES";6;6;6;5;4;5;5;5;5;5;5;5
"251340 SANTA LUZIA";13;13;13;13;13;13;13;13;13;13;13;13
"251350 SANTANA DE MANGUEIRA";8;8;8;8;8;8;8;8;8;8;8;8
"251360 SANTANA DOS GARROTES";9;9;9;9;9;9;9;9;9;9;9;9
"251365 JOCA CLAUDINO";3;3;3;3;3;3;3;3;3;3;3;3
"251370 SANTA RITA";90;90;90;90;90;90;90;90;90;91;91;91
"251380 SANTA TERESINHA";5;5;5;5;5;6;6;5;5;5;5;5
"251385 SANTO ANDRE";3;3;3;3;3;3;3;3;3;3;3;3
"251390 SAO BENTO";35;35;35;35;35;35;35;34;34;34;34;34
"251392 SAO BENTINHO";5;5;5;5;5;5;5;5;5;5;5;5
"251394 SAO DOMINGOS DO CARIRI";2;2;2;2;2;3;3;3;3;3;3;3
"251396 SAO DOMINGOS";5;5;5;5;5;5;5;5;5;5;5;5
"251398 SAO FRANCISCO";5;5;5;5;5;5;5;5;5;5;5;5
"251400 SAO JOAO DO CARIRI";4;4;4;4;4;4;4;4;4;4;4;5
"251410 SAO JOAO DO TIGRE";5;5;5;5;5;5;6;6;6;6;6;6
"251420 SAO JOSE DA LAGOA TAPADA";9;9;9;9;9;9;9;9;9;9;9;9
"251430 SAO JOSE DE CAIANA";5;5;6;6;6;6;6;6;6;6;6;6
"251440 SAO JOSE DE ESPINHARAS";4;4;4;4;4;4;4;4;4;4;4;4
"251445 SAO JOSE DOS RAMOS";7;7;7;7;7;7;7;7;7;7;7;7
"251450 SAO JOSE DE PIRANHAS";23;23;23;23;23;26;26;26;26;26;26;26
"251455 SAO JOSE DE PRINCESA";6;6;6;6;6;6;6;6;6;6;6;6
"251460 SAO JOSE DO BONFIM";5;5;5;5;5;5;5;5;5;5;5;5
"251465 SAO JOSE DO BREJO DO CRUZ";3;3;3;3;3;3;3;3;3;3;3;3
"251470 SAO JOSE DO SABUGI";4;4;4;4;4;5;5;5;5;5;5;5
"251480 SAO JOSE DOS CORDEIROS";4;4;4;4;4;4;5;5;5;5;5;5
"251490 SAO MAMEDE";9;9;9;9;9;9;9;9;9;9;9;9
"251500 SAO MIGUEL DE TAIPU";8;8;8;9;9;9;9;9;9;9;9;9
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";11;11;11;11;11;11;11;11;11;11;11;11
"251520 SAO SEBASTIAO DO UMBUZEIRO";5;5;5;4;4;5;5;5;5;5;5;5
"251530 SAPE";42;42;42;42;42;42;41;41;41;41;41;41
"251540 SAO VICENTE DO SERIDO";11;11;11;11;11;11;11;11;11;11;11;11
"251550 SERRA BRANCA";11;11;11;11;11;11;11;11;11;11;11;11
"251560 SERRA DA RAIZ";4;4;4;4;4;5;5;5;5;5;5;5
"251570 SERRA GRANDE";6;6;6;6;6;6;6;6;6;6;6;6
"251580 SERRA REDONDA";9;9;9;9;9;9;9;9;9;9;9;9
"251590 SERRARIA";7;7;7;7;7;7;7;7;7;7;7;7
"251593 SERTAOZINHO";4;4;4;4;4;5;5;5;5;5;5;5
"251597 SOBRADO";9;10;10;10;10;10;10;10;10;10;10;10
"251600 SOLANEA";24;24;24;24;24;23;23;23;23;23;23;23
"251610 SOLEDADE";15;15;15;15;15;15;15;15;15;15;15;15
"251615 SOSSEGO";5;5;5;5;5;5;5;5;5;5;5;5
"251620 SOUSA";73;73;73;73;73;76;77;77;77;77;77;77
"251630 SUME";13;13;13;13;13;13;13;13;13;13;13;13
"251640 TACIMA";13;13;13;13;13;13;13;11;11;11;11;11
"251650 TAPEROA";15;15;15;15;15;16;16;16;16;16;15;15
"251660 TAVARES";17;17;17;17;17;16;16;16;17;17;17;17
"251670 TEIXEIRA";17;17;17;17;17;18;19;19;18;18;18;18
"251675 TENORIO";6;6;6;6;6;7;7;7;7;7;7;7
"251680 TRIUNFO";11;11;11;11;11;11;10;10;10;10;10;10
"251690 UIRAUNA";18;18;18;18;19;19;19;19;19;19;19;19
"251700 UMBUZEIRO";11;11;11;11;11;11;12;12;12;12;12;12
"251710 VARZEA";4;4;4;4;4;4;4;4;4;4;4;4
"251720 VIEIROPOLIS";7;7;7;7;7;7;7;7;7;7;7;7
"251740 ZABELE";2;2;2;2;2;2;3;3;3;3;3;3
"260005 ABREU E LIMA";52;52;52;52;54;54;55;55;54;54;52;52
"260010 AFOGADOS DA INGAZEIRA";29;29;29;29;29;30;30;31;31;31;31;31
"260020 AFRANIO";22;22;22;22;22;22;22;22;22;22;22;22
"260030 AGRESTINA";27;27;27;27;27;27;27;27;27;27;27;27
"260040 AGUA PRETA";28;28;28;28;28;29;29;29;29;29;29;29
"260050 AGUAS BELAS";21;21;21;21;25;26;26;26;26;26;26;26
"260060 ALAGOINHA";14;14;14;14;14;15;15;15;15;15;15;16
"260070 ALIANCA";28;28;28;30;30;30;31;31;31;31;31;31
"260080 ALTINHO";19;19;19;19;19;20;20;20;20;20;20;20
"260090 AMARAJI";19;19;19;20;20;21;21;21;21;21;21;21
"260100 ANGELIM";12;12;12;12;12;12;12;12;12;12;12;12
"260105 ARACOIABA";13;13;13;13;17;17;17;17;17;17;17;17
"260110 ARARIPINA";51;48;46;46;46;46;51;51;51;47;54;55
"260120 ARCOVERDE";56;56;56;56;56;55;55;55;55;55;55;55
"260130 BARRA DE GUABIRABA";15;15;15;15;15;15;15;15;15;15;15;15
"260140 BARREIROS";32;32;32;32;32;33;33;32;32;32;32;32
"260150 BELEM DE MARIA";11;11;11;11;11;12;14;14;14;14;14;14
"260160 BELEM DE SAO FRANCISCO";13;13;13;13;13;14;15;15;15;15;15;15
"260170 BELO JARDIM";34;34;34;34;34;34;34;39;38;38;38;38
"260180 BETANIA";13;13;13;13;13;13;13;13;13;13;13;13
"260190 BEZERROS";41;41;41;41;41;41;41;41;61;62;62;62
"260200 BODOCO";23;23;24;24;24;28;28;28;28;29;29;29
"260210 BOM CONSELHO";31;31;31;31;31;32;32;31;31;31;31;31
"260220 BOM JARDIM";24;24;24;24;24;24;24;25;25;25;25;25
"260230 BONITO";23;23;23;23;23;24;24;24;24;24;24;24
"260240 BREJAO";9;9;9;9;9;9;9;9;9;9;9;9
"260250 BREJINHO";9;9;9;9;9;9;9;9;9;9;9;9
"260260 BREJO DA MADRE DE DEUS";27;27;27;27;27;27;28;28;28;28;28;28
"260270 BUENOS AIRES";13;13;13;13;13;13;13;13;13;13;13;13
"260280 BUIQUE";27;27;27;27;27;35;35;35;37;37;37;38
"260290 CABO DE SANTO AGOSTINHO";88;88;88;89;89;89;89;89;90;90;90;90
"260300 CABROBO";26;26;26;26;26;26;26;26;27;27;32;32
"260310 CACHOEIRINHA";15;15;15;15;15;15;15;15;15;15;15;15
"260320 CAETES";28;28;28;30;30;30;30;30;30;30;29;29
"260330 CALCADO";11;11;11;11;11;11;11;11;11;11;11;11
"260340 CALUMBI";6;6;6;6;6;7;7;7;7;7;7;7
"260345 CAMARAGIBE";71;71;71;72;72;72;73;73;73;73;72;72
"260350 CAMOCIM DE SAO FELIX";17;17;17;17;17;18;18;18;18;18;18;18
"260360 CAMUTANGA";7;7;7;7;7;7;7;7;7;7;7;7
"260370 CANHOTINHO";25;25;25;25;25;25;25;25;25;25;27;27
"260380 CAPOEIRAS";18;18;18;18;18;21;21;21;21;21;21;21
"260390 CARNAIBA";19;19;19;19;19;19;20;20;20;20;20;20
"260392 CARNAUBEIRA DA PENHA";8;8;8;8;7;9;9;9;9;9;9;9
"260400 CARPINA";41;42;43;43;43;43;43;43;41;41;41;41
"260410 CARUARU";185;185;186;186;187;187;187;188;190;190;190;190
"260415 CASINHAS";15;15;15;15;15;15;15;15;15;15;15;15
"260420 CATENDE";24;24;25;26;26;26;28;28;28;28;28;28
"260430 CEDRO";11;11;11;11;11;11;11;11;11;11;11;12
"260440 CHA DE ALEGRIA";11;11;11;11;11;11;11;11;11;11;11;11
"260450 CHA GRANDE";15;15;15;15;15;15;15;15;15;15;15;15
"260460 CONDADO";19;19;19;19;19;19;19;19;19;19;19;19
"260470 CORRENTES";16;16;16;16;16;16;16;16;16;16;16;16
"260480 CORTES";12;12;12;12;12;12;12;12;12;12;12;12
"260490 CUMARU";13;13;13;13;13;13;13;13;13;13;14;14
"260500 CUPIRA";19;19;19;19;20;20;20;20;20;20;20;20
"260510 CUSTODIA";31;31;31;31;31;31;31;31;31;35;35;35
"260515 DORMENTES";18;18;18;18;21;20;20;20;20;20;20;20
"260520 ESCADA";36;36;36;36;36;36;36;38;38;38;38;38
"260530 EXU";26;26;26;26;26;26;26;26;26;26;26;26
"260540 FEIRA NOVA";19;19;19;19;19;21;21;21;21;21;21;21
"260545 FERNANDO DE NORONHA";4;4;4;4;4;4;4;4;4;4;6;6
"260550 FERREIROS";11;11;11;11;11;11;11;11;11;12;12;12
"260560 FLORES";15;15;15;15;15;15;15;15;15;15;15;15
"260570 FLORESTA";21;21;22;22;23;23;24;24;23;25;24;24
"260580 FREI MIGUELINHO";9;9;9;9;9;9;9;10;10;10;10;10
"260590 GAMELEIRA";16;16;16;16;16;19;19;19;19;20;20;20
"260600 GARANHUNS";74;74;74;74;74;74;74;75;77;79;79;79
"260610 GLORIA DO GOITA";20;20;20;20;18;18;18;18;18;18;18;18
"260620 GOIANA";57;57;57;57;57;57;55;56;55;54;54;54
"260630 GRANITO";7;7;7;7;7;8;8;8;8;8;9;9
"260640 GRAVATA";47;47;47;47;47;47;47;49;49;49;49;49
"260650 IATI";17;17;17;17;17;18;18;17;17;17;17;17
"260660 IBIMIRIM";19;22;22;22;22;23;23;24;24;24;24;24
"260670 IBIRAJUBA";9;9;9;9;9;9;9;9;9;9;9;9
"260680 IGARASSU";69;69;69;68;69;69;69;69;71;71;71;71
"260690 IGUARACY";11;11;11;11;11;11;11;11;11;11;11;11
"260700 INAJA";14;14;14;14;14;14;15;15;16;16;16;16
"260710 INGAZEIRA";5;5;5;5;5;5;5;5;5;5;5;5
"260720 IPOJUCA";50;50;50;50;50;50;50;50;50;47;47;47
"260730 IPUBI";22;22;22;22;22;23;26;26;26;26;26;26
"260740 ITACURUBA";5;6;6;6;6;6;6;7;6;6;6;6
"260750 ITAIBA";23;23;23;23;23;23;23;23;23;23;23;23
"260760 ILHA DE ITAMARACA";27;27;27;27;27;28;29;29;29;29;29;29
"260765 ITAMBE";28;28;28;28;28;28;28;27;27;27;27;27
"260770 ITAPETIM";15;15;15;15;15;15;15;15;15;15;15;15
"260775 ITAPISSUMA";25;25;25;25;25;25;25;26;26;26;26;26
"260780 ITAQUITINGA";15;15;15;15;15;15;15;15;15;15;15;15
"260790 JABOATAO DOS GUARARAPES";231;231;231;230;230;229;229;229;228;227;227;229
"260795 JAQUEIRA";11;11;11;11;11;11;11;11;11;11;11;11
"260800 JATAUBA";18;18;18;18;18;18;18;18;18;18;18;21
"260805 JATOBA";11;11;11;11;11;12;13;13;13;13;13;13
"260810 JOAO ALFREDO";24;24;24;24;24;24;26;26;26;26;26;26
"260820 JOAQUIM NABUCO";14;14;14;14;14;14;14;14;14;14;14;14
"260825 JUCATI";10;10;10;10;10;11;11;11;11;12;12;12
"260830 JUPI";15;15;15;15;15;15;15;15;15;15;15;15
"260840 JUREMA";12;12;12;12;12;12;12;12;12;12;12;12
"260845 LAGOA DO CARRO";20;20;20;20;21;22;22;22;22;22;22;22
"260850 LAGOA DE ITAENGA";19;19;19;19;19;19;19;19;19;19;19;19
"260860 LAGOA DO OURO";15;15;15;15;15;15;15;15;15;15;15;15
"260870 LAGOA DOS GATOS";13;13;13;13;13;14;14;14;14;14;14;14
"260875 LAGOA GRANDE";18;18;18;18;18;18;18;18;18;18;18;18
"260880 LAJEDO";24;24;24;24;24;24;24;24;28;28;28;28
"260890 LIMOEIRO";48;48;48;48;48;52;50;50;50;50;50;51
"260900 MACAPARANA";26;26;26;26;26;26;26;26;26;26;26;26
"260910 MACHADOS";16;16;16;16;15;17;17;17;17;17;17;17
"260915 MANARI";15;15;15;14;15;15;15;15;15;15;15;15
"260920 MARAIAL";7;7;7;7;7;7;7;7;7;7;7;7
"260930 MIRANDIBA";12;12;12;12;12;12;12;12;12;12;12;12
"260940 MORENO";43;43;43;43;43;44;44;44;43;48;48;48
"260950 NAZARE DA MATA";19;19;19;19;19;19;19;19;19;19;19;19
"260960 OLINDA";96;96;96;96;96;102;102;102;102;102;102;102
"260970 OROBO";21;21;21;21;21;21;21;21;21;21;21;21
"260980 OROCO";11;11;11;11;11;11;11;11;11;11;11;11
"260990 OURICURI";43;43;43;43;43;43;44;44;44;44;45;45
"261000 PALMARES";52;52;53;52;53;54;54;54;54;54;55;55
"261010 PALMEIRINA";8;8;8;8;8;9;9;9;9;9;9;9
"261020 PANELAS";23;22;22;22;22;23;23;23;23;25;28;28
"261030 PARANATAMA";13;13;13;13;13;13;13;13;13;13;13;13
"261040 PARNAMIRIM";21;21;21;21;21;23;23;23;23;23;23;23
"261050 PASSIRA";27;27;27;27;28;30;30;30;30;30;30;30
"261060 PAUDALHO";47;47;47;47;47;47;47;47;47;48;48;48
"261070 PAULISTA";91;91;93;91;91;93;93;93;93;93;94;94
"261080 PEDRA";20;20;20;20;20;21;21;21;21;21;21;21
"261090 PESQUEIRA";49;49;49;47;49;49;49;49;49;51;47;51
"261100 PETROLANDIA";28;28;28;30;30;30;30;30;31;31;31;31
"261110 PETROLINA";157;157;160;160;160;161;161;162;167;167;168;168
"261120 POCAO";11;11;11;11;11;11;11;11;11;11;11;11
"261130 POMBOS";22;22;22;22;22;22;22;22;22;22;22;20
"261140 PRIMAVERA";11;11;11;11;11;11;11;11;11;11;11;11
"261150 QUIPAPA";21;21;21;21;20;20;20;20;20;20;20;20
"261153 QUIXABA";7;7;7;7;7;7;7;7;7;7;7;7
"261160 RECIFE";583;586;578;581;581;591;592;592;592;687;691;715
"261170 RIACHO DAS ALMAS";13;13;13;13;13;13;13;14;14;14;14;14
"261180 RIBEIRAO";25;25;25;25;25;25;25;25;25;25;25;25
"261190 RIO FORMOSO";17;17;17;17;19;19;21;21;21;21;21;21
"261200 SAIRE";13;13;12;12;12;12;12;12;12;12;12;12
"261210 SALGADINHO";10;10;10;10;11;12;12;12;12;12;12;12
"261220 SALGUEIRO";43;43;43;43;43;43;43;43;46;46;46;46
"261230 SALOA";18;18;18;18;18;18;18;18;18;18;18;18
"261240 SANHARO";21;21;21;21;22;22;22;22;22;21;22;22
"261245 SANTA CRUZ";13;13;13;13;13;13;13;13;13;13;13;13
"261247 SANTA CRUZ DA BAIXA VERDE";13;13;13;13;13;13;13;13;13;13;13;13
"261250 SANTA CRUZ DO CAPIBARIBE";40;40;40;40;40;40;40;40;40;40;40;40
"261255 SANTA FILOMENA";9;9;9;9;9;9;9;9;9;9;9;9
"261260 SANTA MARIA DA BOA VISTA";24;24;24;24;24;27;28;28;28;29;29;29
"261270 SANTA MARIA DO CAMBUCA";15;15;15;15;15;15;15;15;15;15;15;15
"261280 SANTA TEREZINHA";14;14;14;14;14;14;14;15;15;15;15;15
"261290 SAO BENEDITO DO SUL";8;8;8;8;8;9;9;9;9;9;9;9
"261300 SAO BENTO DO UNA";23;23;23;23;23;23;23;23;23;25;26;26
"261310 SAO CAITANO";23;23;23;23;23;23;24;26;26;26;27;27
"261320 SAO JOAO";24;23;23;23;23;24;24;24;24;24;24;24
"261330 SAO JOAQUIM DO MONTE";24;24;24;24;24;24;24;24;24;24;24;24
"261340 SAO JOSE DA COROA GRANDE";18;18;18;18;18;18;19;19;19;19;19;19
"261350 SAO JOSE DO BELMONTE";25;25;25;25;25;25;25;25;25;25;25;25
"261360 SAO JOSE DO EGITO";32;32;32;32;32;35;35;35;35;35;35;35
"261370 SAO LOURENCO DA MATA";43;43;43;43;45;48;49;49;49;49;49;49
"261380 SAO VICENTE FERRER";18;18;18;18;18;18;18;18;18;18;18;18
"261390 SERRA TALHADA";52;52;52;52;52;52;54;54;54;54;54;54
"261400 SERRITA";20;20;20;20;21;21;21;21;21;21;21;21
"261410 SERTANIA";25;25;25;25;25;33;33;33;33;33;33;33
"261420 SIRINHAEM";26;26;26;26;26;26;26;26;26;26;26;26
"261430 MOREILANDIA";13;13;13;13;13;13;13;13;13;13;13;13
"261440 SOLIDAO";7;7;7;7;7;7;7;7;7;7;7;7
"261450 SURUBIM";43;43;43;43;43;47;47;47;47;47;47;47
"261460 TABIRA";29;29;29;29;29;30;30;30;30;30;30;30
"261470 TACAIMBO";15;15;15;15;15;15;15;15;15;15;15;15
"261480 TACARATU";17;17;17;17;17;17;17;17;17;17;17;17
"261485 TAMANDARE";21;21;21;21;21;21;21;21;21;21;21;21
"261500 TAQUARITINGA DO NORTE";18;18;18;18;18;20;20;20;20;20;20;20
"261510 TEREZINHA";9;9;9;9;9;9;9;9;9;9;9;9
"261520 TERRA NOVA";8;8;8;8;8;8;8;8;8;8;8;8
"261530 TIMBAUBA";43;43;43;43;43;44;44;45;45;45;45;45
"261540 TORITAMA";19;19;19;19;19;19;19;20;19;19;19;19
"261550 TRACUNHAEM";16;16;15;16;16;16;16;16;16;16;16;16
"261560 TRINDADE";17;17;17;17;17;18;18;18;19;19;21;22
"261570 TRIUNFO";15;15;15;15;15;15;15;15;15;15;15;15
"261580 TUPANATINGA";19;19;19;19;19;19;19;19;19;19;19;19
"261590 TUPARETAMA";8;8;8;8;8;9;9;9;9;9;9;9
"261600 VENTUROSA";19;19;19;19;19;19;19;19;19;19;19;19
"261610 VERDEJANTE";9;9;9;9;9;12;12;12;12;12;12;12
"261618 VERTENTE DO LERIO";9;9;9;9;9;9;9;9;9;9;9;9
"261620 VERTENTES";12;12;12;12;12;12;12;12;12;12;12;12
"261630 VICENCIA";25;25;25;25;25;25;27;27;27;27;27;27
"261640 VITORIA DE SANTO ANTAO";89;90;90;90;90;92;93;93;93;93;93;93
"261650 XEXEU";15;15;15;15;17;18;18;18;18;18;18;18
"270010 AGUA BRANCA";21;21;21;22;22;22;22;22;22;22;22;22
"270020 ANADIA";11;11;11;11;11;14;14;14;14;14;14;14
"270030 ARAPIRACA";136;136;136;138;138;141;141;141;131;131;131;131
"270040 ATALAIA";32;32;32;32;32;34;34;34;34;34;34;36
"270050 BARRA DE SANTO ANTONIO";13;13;13;13;13;13;13;13;13;13;13;13
"270060 BARRA DE SAO MIGUEL";7;7;7;8;8;8;8;8;8;8;8;8
"270070 BATALHA";15;15;15;15;15;15;15;15;15;15;15;15
"270080 BELEM";5;5;5;5;5;5;5;5;5;5;5;5
"270090 BELO MONTE";7;7;7;7;7;7;7;7;7;7;7;7
"270100 BOCA DA MATA";21;21;21;21;21;21;21;21;21;21;21;21
"270110 BRANQUINHA";10;10;10;10;11;11;11;11;11;11;11;11
"270120 CACIMBINHAS";11;11;11;12;12;12;12;12;12;12;12;12
"270130 CAJUEIRO";17;17;17;17;17;18;18;18;18;18;18;18
"270135 CAMPESTRE";6;6;6;6;6;6;6;6;6;6;6;6
"270140 CAMPO ALEGRE";29;29;29;29;29;28;28;28;28;28;28;28
"270150 CAMPO GRANDE";10;10;10;10;10;10;10;10;10;10;10;10
"270160 CANAPI";13;13;13;12;12;12;12;14;14;14;14;14
"270170 CAPELA";20;20;20;20;20;20;20;20;20;20;20;20
"270180 CARNEIROS";9;9;9;9;11;11;11;11;11;11;9;11
"270190 CHA PRETA";8;8;8;9;9;9;9;9;9;9;9;9
"270200 COITE DO NOIA";9;9;9;9;9;9;9;9;9;9;9;9
"270210 COLONIA LEOPOLDINA";19;19;19;17;17;17;17;18;18;18;18;18
"270220 COQUEIRO SECO";6;6;6;6;6;6;7;7;7;7;7;7
"270230 CORURIPE";41;41;41;41;41;40;41;41;41;41;41;41
"270235 CRAIBAS";22;22;22;23;24;24;24;24;24;24;24;24
"270240 DELMIRO GOUVEIA";30;30;30;30;31;33;33;33;33;33;33;39
"270250 DOIS RIACHOS";9;9;9;9;11;11;11;11;11;11;11;11
"270255 ESTRELA DE ALAGOAS";15;15;15;15;15;15;15;15;15;15;15;15
"270260 FEIRA GRANDE";17;17;17;17;17;18;18;18;18;18;18;18
"270270 FELIZ DESERTO";5;5;5;5;5;5;5;5;5;5;5;5
"270280 FLEXEIRAS";10;10;10;10;14;15;15;15;15;15;15;15
"270290 GIRAU DO PONCIANO";28;28;29;30;30;30;30;30;30;31;31;31
"270300 IBATEGUARA";13;13;13;13;13;13;13;13;13;13;13;13
"270310 IGACI";26;26;26;26;26;26;26;26;26;26;24;24
"270320 IGREJA NOVA";21;21;21;21;23;23;23;23;23;23;23;23
"270330 INHAPI";13;12;13;13;13;13;13;13;13;13;13;13
"270340 JACARE DOS HOMENS";7;7;7;7;7;7;7;7;7;7;7;7
"270350 JACUIPE";6;6;6;6;6;6;6;6;6;6;6;6
"270360 JAPARATINGA";9;9;9;9;9;9;9;9;9;9;9;9
"270370 JARAMATAIA";7;7;7;7;7;7;7;7;7;7;7;7
"270375 JEQUIA DA PRAIA";11;11;11;11;11;11;11;11;11;11;11;11
"270380 JOAQUIM GOMES";20;20;20;20;20;20;21;21;21;21;21;21
"270390 JUNDIA";5;5;5;5;5;5;5;5;5;5;5;5
"270400 JUNQUEIRO";27;28;28;28;28;28;28;28;28;28;28;28
"270410 LAGOA DA CANOA";13;13;13;13;13;13;13;12;12;12;13;16
"270420 LIMOEIRO DE ANADIA";27;27;27;27;27;27;27;27;27;27;27;27
"270430 MACEIO";180;178;178;179;180;180;180;180;179;191;202;202
"270440 MAJOR ISIDORO";18;18;18;18;18;15;15;15;15;15;15;15
"270450 MARAGOGI";26;26;26;26;26;26;26;26;26;26;27;27
"270460 MARAVILHA";9;9;9;9;9;12;9;9;9;9;9;9
"270470 MARECHAL DEODORO";43;43;43;43;43;44;44;44;44;45;45;45
"270480 MARIBONDO";11;11;11;11;11;11;11;11;11;11;11;11
"270490 MAR VERMELHO";6;6;6;6;6;6;6;6;6;6;6;6
"270500 MATA GRANDE";15;15;15;15;15;15;15;15;15;15;15;15
"270510 MATRIZ DE CAMARAGIBE";22;22;22;24;24;25;25;25;25;25;25;25
"270520 MESSIAS";13;13;13;13;13;13;13;13;13;13;13;13
"270530 MINADOR DO NEGRAO";5;5;5;5;5;5;5;5;5;5;5;5
"270540 MONTEIROPOLIS";9;9;9;9;9;9;9;9;9;9;9;9
"270550 MURICI";28;28;28;28;28;27;27;27;27;27;27;27
"270560 NOVO LINO";10;10;10;10;10;11;11;11;11;11;11;11
"270570 OLHO D'AGUA DAS FLORES";19;19;19;19;19;19;19;19;19;19;19;19
"270580 OLHO D'AGUA DO CASADO";9;9;9;9;9;9;9;9;9;9;9;9
"270590 OLHO D'AGUA GRANDE";6;6;6;6;6;6;6;6;6;6;6;6
"270600 OLIVENCA";10;10;10;10;10;10;10;10;10;10;10;10
"270610 OURO BRANCO";7;7;7;7;7;7;8;8;9;9;9;9
"270620 PALESTINA";7;7;7;7;7;7;7;7;7;7;7;7
"270630 PALMEIRA DOS INDIOS";49;49;49;49;49;50;50;50;50;50;50;50
"270640 PAO DE ACUCAR";21;21;21;21;21;21;21;21;21;21;21;21
"270642 PARICONHA";13;13;13;13;13;13;13;13;13;13;13;13
"270644 PARIPUEIRA";11;11;11;11;11;11;11;11;11;11;11;11
"270650 PASSO DE CAMARAGIBE";13;13;13;13;13;13;13;13;13;13;13;13
"270660 PAULO JACINTO";9;9;9;9;9;9;9;9;9;9;9;9
"270670 PENEDO";43;43;43;43;43;43;43;43;43;43;43;43
"270680 PIACABUCU";13;13;13;13;13;13;13;13;13;13;13;13
"270690 PILAR";30;30;30;30;30;30;30;30;30;30;30;30
"270700 PINDOBA";3;3;3;3;3;3;3;3;3;3;3;3
"270710 PIRANHAS";17;17;17;17;17;17;17;17;17;17;17;17
"270720 POCO DAS TRINCHEIRAS";11;11;11;11;11;11;11;11;11;11;11;11
"270730 PORTO CALVO";26;26;26;26;26;26;26;26;26;26;26;26
"270740 PORTO DE PEDRAS";9;9;9;9;9;9;9;9;9;9;9;9
"270750 PORTO REAL DO COLEGIO";21;21;21;21;22;22;22;22;22;22;22;22
"270760 QUEBRANGULO";11;11;11;11;11;11;11;11;11;11;11;11
"270770 RIO LARGO";57;57;57;57;57;57;60;60;66;66;66;66
"270780 ROTEIRO";7;7;7;7;7;7;7;7;7;7;7;7
"270790 SANTA LUZIA DO NORTE";9;9;9;9;9;9;9;9;9;9;9;9
"270800 SANTANA DO IPANEMA";29;29;29;29;29;29;30;30;30;30;30;30
"270810 SANTANA DO MUNDAU";12;12;12;12;12;12;12;12;12;12;12;12
"270820 SAO BRAS";7;7;7;7;7;7;7;7;7;7;7;7
"270830 SAO JOSE DA LAJE";24;24;24;24;24;24;24;24;25;25;25;25
"270840 SAO JOSE DA TAPERA";26;26;26;28;28;28;28;28;28;28;28;28
"270850 SAO LUIS DO QUITUNDE";26;26;26;26;26;27;27;27;27;27;27;27
"270860 SAO MIGUEL DOS CAMPOS";38;38;38;38;38;42;42;42;42;42;43;45
"270870 SAO MIGUEL DOS MILAGRES";9;9;9;9;9;9;9;9;9;9;9;9
"270880 SAO SEBASTIAO";33;33;31;33;35;36;36;36;36;38;39;39
"270890 SATUBA";17;17;17;16;17;17;17;17;17;17;17;17
"270895 SENADOR RUI PALMEIRA";11;11;11;11;11;11;11;11;11;11;11;11
"270900 TANQUE D'ARCA";8;8;8;8;7;7;7;7;7;7;7;7
"270910 TAQUARANA";16;16;16;16;16;16;16;16;16;16;16;16
"270915 TEOTONIO VILELA";43;42;42;42;42;42;42;42;42;42;42;41
"270920 TRAIPU";18;18;18;19;19;19;19;19;19;19;19;19
"270930 UNIAO DOS PALMARES";39;39;39;39;39;40;40;40;40;40;40;40
"270940 VICOSA";19;19;19;19;19;19;19;19;19;19;19;20
"280010 AMPARO DE SAO FRANCISCO";2;2;2;2;2;2;2;2;2;2;2;2
"280020 AQUIDABA";19;19;19;19;19;19;19;19;19;19;19;19
"280030 ARACAJU";247;247;247;247;247;248;249;249;249;250;250;252
"280040 ARAUA";10;10;10;10;10;10;10;10;10;10;10;10
"280050 AREIA BRANCA";10;10;10;10;10;11;11;13;13;13;13;13
"280060 BARRA DOS COQUEIROS";21;21;21;21;21;21;21;22;22;22;22;22
"280067 BOQUIM";16;16;16;16;16;17;17;17;18;18;18;18
"280070 BREJO GRANDE";9;9;9;9;9;9;9;9;9;9;9;9
"280100 CAMPO DO BRITO";14;14;14;14;14;14;14;15;15;15;15;15
"280110 CANHOBA";4;4;4;4;4;4;4;4;4;4;4;4
"280120 CANINDE DE SAO FRANCISCO";23;23;23;23;23;25;25;25;25;25;25;25
"280130 CAPELA";27;27;27;29;31;32;32;33;33;33;33;33
"280140 CARIRA";16;16;16;16;16;18;18;18;18;18;18;18
"280150 CARMOPOLIS";10;10;10;10;10;10;11;11;11;11;11;11
"280160 CEDRO DE SAO JOAO";7;7;7;7;7;7;7;7;7;7;7;7
"280170 CRISTINAPOLIS";16;16;16;16;16;17;17;17;17;17;17;17
"280190 CUMBE";5;5;5;5;5;5;5;5;5;5;5;5
"280200 DIVINA PASTORA";5;5;5;5;6;6;6;6;6;6;6;6
"280210 ESTANCIA";36;36;36;36;36;36;36;35;35;35;36;36
"280220 FEIRA NOVA";5;5;5;5;5;6;6;6;6;6;6;6
